Open,High,Low,Close,Adj Close,Volume,Daily Return,Date,MA30,MA90
1469.25,1478.0,1438.3599853515625,1455.219970703125,1455.219970703125,931800000,,2000-01-03,,
1455.219970703125,1455.219970703125,1397.4300537109375,1399.4200439453125,1399.4200439453125,1009000000,-0.03834466807849768,2000-01-04,,
1399.4200439453125,1413.27001953125,1377.6800537109375,1402.1099853515625,1402.1099853515625,1085500000,0.0019221829913671495,2000-01-05,,
1402.1099853515625,1411.9000244140625,1392.0999755859375,1403.449951171875,1403.449951171875,1092300000,0.0009556781096431433,2000-01-06,,
1403.449951171875,1441.469970703125,1400.72998046875,1441.469970703125,1441.469970703125,1225200000,0.027090399268961063,2000-01-07,,
1441.469970703125,1464.3599853515625,1441.469970703125,1457.5999755859375,1457.5999755859375,1064800000,0.011189969413615053,2000-01-10,,
1457.5999755859375,1458.6600341796875,1434.4200439453125,1438.56005859375,1438.56005859375,1014000000,-0.013062511876438365,2000-01-11,,
1438.56005859375,1442.5999755859375,1427.0799560546875,1432.25,1432.25,974600000,-0.004386371327394056,2000-01-12,,
1432.25,1454.199951171875,1432.25,1449.6800537109375,1449.6800537109375,1030400000,0.012169700618563484,2000-01-13,,
1449.6800537109375,1473.0,1449.6800537109375,1465.1500244140625,1465.1500244140625,1085900000,0.010671299962722536,2000-01-14,,
1465.1500244140625,1465.1500244140625,1451.300048828125,1455.1400146484375,1455.1400146484375,1056700000,-0.00683207152771137,2000-01-18,,
1455.1400146484375,1461.3900146484375,1448.6800537109375,1455.9000244140625,1455.9000244140625,1087800000,0.0005222932212531894,2000-01-19,,
1455.9000244140625,1465.7099609375,1438.5400390625,1445.5699462890625,1445.5699462890625,1100700000,-0.007095321074094607,2000-01-20,,
1445.5699462890625,1453.1800537109375,1439.5999755859375,1441.3599853515625,1441.3599853515625,1209800000,-0.0029123190810015354,2000-01-21,,
1441.3599853515625,1454.0899658203125,1395.4200439453125,1401.530029296875,1401.530029296875,1115800000,-0.027633593591799732,2000-01-24,,
1401.530029296875,1414.260009765625,1388.489990234375,1410.030029296875,1410.030029296875,1073700000,0.006064800483985611,2000-01-25,,
1410.030029296875,1412.72998046875,1400.1600341796875,1404.0899658203125,1404.0899658203125,1117300000,-0.00421272125638672,2000-01-26,,
1404.0899658203125,1418.8599853515625,1370.989990234375,1398.56005859375,1398.56005859375,1129500000,-0.00393842799334565,2000-01-27,,
1398.56005859375,1398.56005859375,1356.199951171875,1360.1600341796875,1360.1600341796875,1095800000,-0.027456829027902918,2000-01-28,,
1360.1600341796875,1394.47998046875,1350.1400146484375,1394.4599609375,1394.4599609375,993800000,0.025217566974388372,2000-01-31,,
1394.4599609375,1412.489990234375,1384.7900390625,1409.280029296875,1409.280029296875,981000000,0.01062781920924527,2000-02-01,,
1409.280029296875,1420.6099853515625,1403.489990234375,1409.1199951171875,1409.1199951171875,1038600000,-0.00011355740261742575,2000-02-02,,
1409.1199951171875,1425.780029296875,1398.52001953125,1424.969970703125,1424.969970703125,1146500000,0.011248137590027962,2000-02-03,,
1424.969970703125,1435.9100341796875,1420.6300048828125,1424.3699951171875,1424.3699951171875,1045100000,-0.000421044371651913,2000-02-04,,
1424.3699951171875,1427.1500244140625,1413.3299560546875,1424.239990234375,1424.239990234375,918100000,-9.127184878798822e-05,2000-02-07,,
1424.239990234375,1441.8299560546875,1424.239990234375,1441.719970703125,1441.719970703125,1047700000,0.012273198750635705,2000-02-08,,
1441.719970703125,1444.550048828125,1411.6500244140625,1411.7099609375,1411.7099609375,1050500000,-0.02081542211764542,2000-02-09,,
1411.699951171875,1422.0999755859375,1406.4300537109375,1416.8299560546875,1416.8299560546875,1058800000,0.0036268038470079755,2000-02-10,,
1416.8299560546875,1416.8299560546875,1378.8900146484375,1387.1199951171875,1387.1199951171875,1025700000,-0.02096932014356223,2000-02-11,,
1387.1199951171875,1394.9300537109375,1380.530029296875,1389.93994140625,1389.93994140625,927300000,0.0020329505010301396,2000-02-14,1421.7003295898437,
1389.93994140625,1407.719970703125,1376.25,1402.050048828125,1402.050048828125,1092100000,0.008712683952101452,2000-02-15,1419.927998860677,
1402.050048828125,1404.550048828125,1385.5799560546875,1387.6700439453125,1387.6700439453125,1018800000,-0.01025641338184169,2000-02-16,1419.5363321940104,
1387.6700439453125,1399.8800048828125,1380.0699462890625,1388.260009765625,1388.260009765625,1034800000,0.0004251484874857603,2000-02-17,1419.0746663411458,
1388.260009765625,1388.5899658203125,1345.3199462890625,1346.0899658203125,1346.0899658203125,1042300000,-0.030376185763956398,2000-02-18,1417.162666829427,
1346.0899658203125,1358.1099853515625,1331.8800048828125,1352.1700439453125,1352.1700439453125,980000000,0.0045168438064202565,2000-02-22,1414.1860026041666,
1352.1700439453125,1370.1099853515625,1342.43994140625,1360.68994140625,1360.68994140625,993700000,0.006300906826835595,2000-02-23,1410.9556681315105,
1360.68994140625,1364.800048828125,1329.8800048828125,1353.4300537109375,1353.4300537109375,1215000000,-0.005335445992795007,2000-02-24,1408.1180013020833,
1353.4300537109375,1362.1400146484375,1329.1500244140625,1333.3599853515625,1333.3599853515625,1065200000,-0.01482903996726348,2000-02-25,1404.8216674804687,
1333.3599853515625,1360.8199462890625,1325.0699462890625,1348.050048828125,1348.050048828125,1026500000,0.0110173273819143,2000-02-28,1401.4340006510417,
1348.050048828125,1369.6300048828125,1348.050048828125,1366.4200439453125,1366.4200439453125,1204300000,0.013627086867551208,2000-02-29,1398.1430013020833,
1366.4200439453125,1383.4599609375,1366.4200439453125,1379.18994140625,1379.18994140625,1274100000,0.009345513861218402,2000-03-01,1395.6113321940104,
1379.18994140625,1386.56005859375,1370.3499755859375,1381.760009765625,1381.760009765625,1198600000,0.001863462226787016,2000-03-02,1393.139998372396,
1381.760009765625,1410.8800048828125,1381.760009765625,1409.1700439453125,1409.1700439453125,1150300000,0.019837044049593633,2000-03-03,1391.926668294271,
1409.1700439453125,1409.739990234375,1384.75,1391.280029296875,1391.280029296875,1029000000,-0.012695426449990443,2000-03-06,1390.2573364257812,
1391.280029296875,1399.2099609375,1349.989990234375,1355.6199951171875,1355.6199951171875,1314100000,-0.02563109757114057,2000-03-07,1388.727001953125,
1355.6199951171875,1373.7900390625,1346.6199951171875,1366.699951171875,1366.699951171875,1203000000,0.008173349533495022,2000-03-08,1387.282666015625,
1366.699951171875,1401.8199462890625,1357.8800048828125,1401.68994140625,1401.68994140625,1123000000,0.025601808359159595,2000-03-09,1387.2026652018228,
1401.68994140625,1413.4599609375,1392.0699462890625,1395.0699462890625,1395.0699462890625,1138800000,-0.004722866963392747,2000-03-10,1387.086328125,
1395.0699462890625,1398.3900146484375,1364.8399658203125,1383.6199951171875,1383.6199951171875,1016100000,-0.008207438775620024,2000-03-13,1387.8683268229167,
1383.6199951171875,1395.1500244140625,1359.1500244140625,1359.1500244140625,1359.1500244140625,1094000000,-0.017685470569578254,2000-03-14,1386.6913289388021,
1359.1500244140625,1397.989990234375,1356.989990234375,1392.1400146484375,1392.1400146484375,1302800000,0.02427251564712085,2000-03-15,1386.1199951171875,
1392.1500244140625,1458.469970703125,1392.1500244140625,1458.469970703125,1458.469970703125,1482300000,0.047646038011081915,2000-03-16,1387.7649943033855,
1458.469970703125,1477.3299560546875,1453.3199462890625,1464.469970703125,1464.469970703125,1295100000,0.0041139002657062385,2000-03-17,1389.081660970052,
1464.469970703125,1470.300048828125,1448.489990234375,1456.6300048828125,1456.6300048828125,920800000,-0.005353449355160467,2000-03-20,1390.1569946289062,
1456.6300048828125,1493.9200439453125,1446.06005859375,1493.8699951171875,1493.8699951171875,1065900000,0.025565854135601862,2000-03-21,1392.4779947916666,
1493.8699951171875,1505.0799560546875,1487.3299560546875,1500.6400146484375,1500.6400146484375,1075000000,0.004531866597078826,2000-03-22,1394.4419962565105,
1500.6400146484375,1532.5,1492.3900146484375,1527.3499755859375,1527.3499755859375,1078300000,0.017799046191472767,2000-03-23,1398.2966634114584,
1527.3499755859375,1552.8699951171875,1516.8299560546875,1527.4599609375,1527.4599609375,1052200000,7.20105760438905e-05,2000-03-24,1401.9843302408854,
1527.4599609375,1534.6300048828125,1518.4599609375,1523.8599853515625,1523.8599853515625,901000000,-0.0023568379388013705,2000-03-27,1406.5423299153647,
1523.8599853515625,1527.3599853515625,1507.0899658203125,1507.72998046875,1507.72998046875,959100000,-0.01058496517912777,2000-03-28,1410.4686645507813,
1507.72998046875,1521.449951171875,1497.449951171875,1508.52001953125,1508.52001953125,1061900000,0.0005239924076154701,2000-03-29,1414.0176635742187,
1508.52001953125,1517.3800048828125,1474.6300048828125,1487.9200439453125,1487.9200439453125,1193400000,-0.013655752206946925,2000-03-30,1417.3593302408854,
