Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return
2000-01-03 00:00:00-05:00,36.61503094629692,37.00496737809986,34.938304289544234,36.361572265625,53228400,0.0,0.0,
2000-01-04 00:00:00-05:00,35.42571872241224,36.53703736147526,35.01628553959955,35.13326644897461,54119000,0.0,0.0,-0.03378032742031867
2000-01-05 00:00:00-05:00,34.665344657248546,36.30307747570124,34.119433717764316,35.50370788574219,64059600,0.0,0.0,0.010543893984511277
2000-01-06 00:00:00-05:00,34.99679224057631,35.52320638569918,33.807486209002406,34.31440353393555,54976600,0.0,0.0,-0.03349803225156234
2000-01-07 00:00:00-05:00,33.88548683170783,35.01630284795585,33.476053446514584,34.76284408569336,62013600,0.0,0.0,0.013068580700064336
2000-01-10 00:00:00-05:00,35.38673604782546,35.464723344900555,34.74334084695591,35.01629638671875,44963600,0.0,0.0,0.007290896579135175
2000-01-11 00:00:00-05:00,34.78232233537947,35.64018230329241,33.904965550013955,34.11943054199219,46743600,0.0,0.0,-0.025612812812114916
2000-01-12 00:00:00-05:00,33.84648879491149,33.96346974696763,32.579195147636575,33.00812530517578,66532400,0.0,0.0,-0.032571037064896946
2000-01-13 00:00:00-05:00,32.55967902584352,33.88546236342278,31.662825591598732,33.63200378417969,83144000,0.0,0.0,0.018900754684970877
2000-01-14 00:00:00-05:00,33.43705362094803,35.54271064197565,32.988626662766215,35.01629638671875,73416400,0.0,0.0,0.04115997998282306
2000-01-18 00:00:00-05:00,34.87980826153019,36.34206964756415,34.86031144304973,35.97163009643555,81483600,0.0,0.0,0.0272825457942818
2000-01-19 00:00:00-05:00,34.47037720011774,34.78232631505093,33.06660618291837,33.37855529785156,97568200,0.0,0.0,-0.07208666361886484
2000-01-20 00:00:00-05:00,33.398065944887556,34.216932710611594,33.02762621753621,33.066619873046875,56349800,0.0,0.0,-0.009345384245098343
2000-01-21 00:00:00-05:00,33.37855397419757,33.45654124983822,32.208744839587844,32.36471939086914,68416200,0.0,0.0,-0.021226859136874277
2000-01-24 00:00:00-05:00,32.37933599772276,32.9691146603337,31.448363067485666,31.584840774536133,63597600,0.0,0.0,-0.02409656660125503
2000-01-25 00:00:00-05:00,31.50686539763013,32.403719239394356,31.058438476748016,32.07227325439453,59823200,0.0,0.0,0.015432481782569951
2000-01-26 00:00:00-05:00,31.95528496196435,32.28673087066075,30.921953599557938,30.999940872192383,49365000,0.0,0.0,-0.03343487297256731
2000-01-27 00:00:00-05:00,31.160794402979597,31.565353441841996,30.337053709392308,30.804977416992188,63654800,0.0,0.0,-0.006289155711747929
2000-01-28 00:00:00-05:00,30.61000271911233,31.272894497742787,30.33704728085273,30.648996353149414,58225400,0.0,0.0,-0.005063501970195672
2000-01-31 00:00:00-05:00,30.454038995131373,30.629510410596282,29.596178741747394,30.532026290893555,73194200,0.0,0.0,-0.003816440215793193
2000-02-01 00:00:00-05:00,30.72699267370598,32.20875120365627,30.47353397779343,32.11126708984375,70196600,0.0,0.0,0.0517240743835341
2000-02-02 00:00:00-05:00,31.95527953652218,32.4232030928837,31.350878276221884,31.448362350463867,49915600,0.0,0.0,-0.020643991952268625
