Date,Open,High,Low,Close,Volume,Daily Return
2000-01-03 00:00:00-05:00,168.0640131359792,168.81920312744035,163.87614441012886,164.76864624023438,3675284,
2000-01-04 00:00:00-05:00,161.74786173552988,162.5716991476341,158.17787170410156,158.17787170410156,3683877,-0.04000017410183365
2000-01-05 00:00:00-05:00,157.90328979492188,161.47328076973164,156.5988857968593,157.90328979492188,4545070,-0.001735905953351935
2000-01-06 00:00:00-05:00,157.21681435436864,161.40468489233797,156.66758350952395,160.0144500732422,3309484,0.01336995752946124
2000-01-07 00:00:00-05:00,162.57182411393413,166.82834301157035,161.4733622218348,166.21046447753906,3354147,0.03872159296526556
2000-01-10 00:00:00-05:00,167.72084367212025,169.23122457141608,166.00450326359305,166.14181518554688,2535669,-0.00041302629294714954
2000-01-11 00:00:00-05:00,165.8671358205771,167.72078753058128,165.45521693999686,166.41636657714844,2518433,0.001652512290749586
2000-01-12 00:00:00-05:00,165.93571844223632,168.3385829784903,165.38648795605073,166.96551513671875,3054543,0.003299847069523354
2000-01-13 00:00:00-05:00,168.20135260674158,170.19229923090904,168.06404074553964,168.88787841796875,2490206,0.011513534873808462
2000-01-14 00:00:00-05:00,168.47596822455773,169.84903666484166,164.28809859588682,165.86712646484375,3077524,-0.017886138315084676
2000-01-18 00:00:00-05:00,164.35674941801435,164.35674941801435,161.19869361742812,162.57176208496094,3046949,-0.019867495447214334
2000-01-19 00:00:00-05:00,160.9240979083324,165.79851107669407,160.64949086594655,163.36131286621094,2472921,0.00485662928865449
2000-01-20 00:00:00-05:00,163.7388778027506,164.49406800282568,156.66755899631724,160.3061981201172,5122296,-0.01870158051800075
2000-01-21 00:00:00-05:00,162.5031320030753,162.84638659633688,158.10928563851138,158.3152618408203,3997619,-0.012419583912813392
2000-01-24 00:00:00-05:00,159.61965932450508,160.30620197650475,149.87085080099226,151.72450256347656,4515644,-0.04163059960681803
2000-01-25 00:00:00-05:00,151.6558456038252,154.19604014148646,150.488736436746,152.1364288330078,4227780,0.002714962069880089
2000-01-26 00:00:00-05:00,154.33330120312093,156.18693569765952,152.54829750815784,155.36309814453125,2640633,0.021209051219844177
2000-01-27 00:00:00-05:00,155.50040048757958,155.70635986328125,150.55734197596394,155.70635986328125,3204620,0.002209416025101829
2000-01-28 00:00:00-05:00,154.12739910814528,154.33335857298803,146.78145570410356,147.19337463378906,4970371,-0.05467333021571541
2000-01-31 00:00:00-05:00,147.19337463378906,149.3216336020942,146.16357730957532,147.19337463378906,3627473,0.0
2000-02-01 00:00:00-05:00,147.46797316664302,150.48873413998965,147.1933661451543,149.39028930664062,4552764,0.014925363850902817
2000-02-02 00:00:00-05:00,150.62602525510093,151.17525596974087,147.26199340820312,147.26199340820312,3633718,-0.014246547806523902
2000-02-03 00:00:00-05:00,149.32156715520733,153.57809994509014,148.5663772043723,152.960205078125,3369235,0.038694380933216754
2000-02-04 00:00:00-05:00,154.88256266158731,157.21679769163052,154.33334862234727,155.50045776367188,3025367,0.01660727824109176
2000-02-07 00:00:00-05:00,155.6376701482093,155.70633442715143,149.25289704969617,149.93942260742188,3045001,-0.03576217868568343
2000-02-08 00:00:00-05:00,150.00812714606985,152.06773786678272,149.93946284869935,150.55735778808594,3113295,0.004121232227777494
2000-02-09 00:00:00-05:00,150.48871338959296,151.24390352879894,147.26199340820312,147.26199340820312,2668460,-0.0218877670829023
2000-02-10 00:00:00-05:00,147.81125016920407,150.4200923366095,146.23222205348776,148.77239990234375,3191980,0.010256594109478323
2000-02-11 00:00:00-05:00,148.36047840804392,150.83200864288867,146.71278600234925,146.91876220703125,3422591,-0.012459553630439824
2000-02-14 00:00:00-05:00,146.9186533996191,149.32151753755272,146.7126773474822,147.6051788330078,2421663,0.004672082827714696
2000-02-15 00:00:00-05:00,147.1933502386592,152.6856408014548,147.12470267755398,151.03794860839844,3134677,0.023256431803617694
2000-02-16 00:00:00-05:00,150.07679406762418,150.4200653566166,147.60526423322716,149.01266479492188,2419814,-0.01340910567269149
2000-02-17 00:00:00-05:00,148.15449688277747,148.9783345892149,142.79951829615024,143.89797973632812,4815898,-0.03432382788156174
2000-02-18 00:00:00-05:00,143.89796686628193,144.927763907225,137.23855963478013,137.44451904296875,5883072,-0.0448474725300827
2000-02-22 00:00:00-05:00,138.68027075061602,142.799492019609,137.37585849754973,142.3875732421875,4534778,0.03596399648117954
2000-02-23 00:00:00-05:00,142.79952414024618,146.02624428570286,141.0145200400575,143.3487548828125,3656349,0.006750460161225824
2000-02-24 00:00:00-05:00,143.1427895896298,146.0262383095528,138.47433684256978,143.89797973632812,4599325,0.0038313890759960056
2000-02-25 00:00:00-05:00,142.25023157293754,143.82925880441906,138.0623636349676,138.54293823242188,4441255,-0.03721415348372903
2000-02-28 00:00:00-05:00,138.40571958245943,145.27107996544046,138.40571958245943,142.18167114257812,4503454,0.026264297239400713
2000-02-29 00:00:00-05:00,143.48599470475423,147.19329660134014,142.93678092126157,145.40830993652344,3759415,0.022693774577383197
2000-03-01 00:00:00-05:00,146.6441396312531,147.0560585491957,143.62337856981432,144.30992126464844,4444503,-0.0075538232467903255
2000-03-02 00:00:00-05:00,144.309859732099,149.52752504692663,143.76062915989806,148.56637573242188,3311432,0.029495231031049896
2000-03-03 00:00:00-05:00,150.76333154807824,154.3333226875876,150.5573721311249,153.09754943847656,3957402,0.03049932182646531
2000-03-06 00:00:00-05:00,153.68697341857663,153.68697341857663,148.31619547588514,151.4147186279297,3080572,-0.010991886001566198
2000-03-07 00:00:00-05:00,151.34584653395027,151.34584653395027,142.8076797854725,143.15194702148438,4934201,-0.0545704650203086
2000-03-08 00:00:00-05:00,143.49622711138963,145.90619847805985,142.1879579007287,143.56509399414062,3982582,0.0028860730241708765
2000-03-09 00:00:00-05:00,143.56511172414966,145.42421544561023,140.1222962606399,142.11912536621094,3148266,-0.010071867664355083
2000-03-10 00:00:00-05:00,144.18479046488835,147.69644707646293,143.22080530895806,145.07992553710938,3447121,0.020833228203938736
2000-03-13 00:00:00-05:00,142.11914937967248,143.7717030970007,140.604312671323,142.6011505126953,3207518,-0.017085582414226086
2000-03-14 00:00:00-05:00,142.8077366762443,142.9454369067847,139.70920434175662,139.915771484375,3175794,-0.01883139805440237
2000-03-15 00:00:00-05:00,139.77801645704125,148.38503386512463,139.08944834567367,147.14561462402344,4314959,0.051672824749823265
2000-03-16 00:00:00-05:00,147.283344585224,153.61810794021767,147.07677749297014,153.13612365722656,4996699,0.04071143437410396
2000-03-17 00:00:00-05:00,152.17214214073596,155.82151659186712,151.13928985655662,154.10011291503906,5306145,0.006294982756454237
2000-03-20 00:00:00-05:00,154.1001382409651,156.16582635200967,151.621315867073,155.27069091796875,2597268,0.007596217684636475
2000-03-21 00:00:00-05:00,152.86074449820273,166.83856246740666,152.1033259559977,165.8057098388672,6185624,0.06784937233559551
2000-03-22 00:00:00-05:00,165.80569047149194,167.38939429090178,163.74001904931876,166.21884155273438,3615633,0.002491661561406344
2000-03-23 00:00:00-05:00,166.90729530028213,176.271728515625,166.28759423672514,176.271728515625,5215919,0.060479828092781185
2000-03-24 00:00:00-05:00,173.655175281432,175.99627895421287,171.79605563690848,175.23886108398438,3842996,-0.0058595183716546595
