Date,Open,High,Low,Close,Volume,Daily Return
2000-01-03 00:00:00-05:00,29.137568070659135,29.171350758277292,28.56326238115049,28.96865463256836,4275000,
2000-01-04 00:00:00-05:00,28.74908193254868,29.289605212126563,28.039645128102705,28.4112548828125,4270800,-0.01924147865428294
2000-01-05 00:00:00-05:00,28.343700857451466,28.47883173162287,27.701829205137308,27.870742797851562,5098400,-0.019024576252980707
2000-01-06 00:00:00-05:00,28.41126590476804,29.576769678507038,28.394374545728343,29.15448570251465,6524200,0.04606059170988597
2000-01-07 00:00:00-05:00,29.610551885269228,31.62062357628294,29.509203732781142,31.485492706298828,9832000,0.07995363140921818
2000-01-10 00:00:00-05:00,31.299663811038446,31.70505611080365,30.91116285709679,31.333446502685547,6862000,-0.0048290876382843795
2000-01-11 00:00:00-05:00,31.181452483887885,31.82332420349121,30.928082068254994,31.82332420349121,4421800,0.015634338238651013
2000-01-12 00:00:00-05:00,31.519263078004883,31.992220937696278,31.384132260950203,31.6206111907959,6231600,-0.006369950901391808
2000-01-13 00:00:00-05:00,31.58683791367904,31.620620628025222,30.9618576982747,31.080097198486328,5285200,-0.01709372374392637
2000-01-14 00:00:00-05:00,31.215218739631847,31.6206111907959,31.181436035368176,31.6206111907959,4904400,0.01739100070561861
2000-01-18 00:00:00-05:00,31.603729248046875,31.890882319782204,31.367250247794253,31.603729248046875,4456800,-0.0005338904630007857
2000-01-19 00:00:00-05:00,30.894376380730293,31.436382983901,30.775812436286703,31.267005920410156,5553400,-0.01065454412021738
2000-01-20 00:00:00-05:00,30.894379526293985,30.96213035858849,29.166733302784124,30.504812240600586,10231800,-0.02437693208456626
2000-01-21 00:00:00-05:00,30.521748819658832,30.521748819658832,26.964830255769623,27.82865333557129,24378800,-0.08772907316791956
2000-01-24 00:00:00-05:00,26.016321022727272,29.505489076556582,25.694504551743016,27.947219848632812,28554600,0.004260591112038137
2000-01-25 00:00:00-05:00,28.082704050112994,28.099641748575063,26.287308013133515,26.422809600830078,17097800,-0.05454604272121577
2000-01-26 00:00:00-05:00,26.829337628287558,27.32053130961353,26.778524488840045,27.269718170166016,10243200,0.032052176968695
2000-01-27 00:00:00-05:00,27.64232133745073,28.302891516470694,27.42213127777741,28.201265335083008,8989000,0.03416049843654556
2000-01-28 00:00:00-05:00,28.099660591767215,28.099660591767215,26.93095861417111,27.18502426147461,9583400,-0.03603530059852211
